Name,Position,Age,Season,Player_nat,Left_team,Left_league,Left_team_nat,Joined_team,Joined_league,Joined_nat,Fee,Loan_or_not,Face_img
Jean Mbida,Central Midfield,23,13/14,Cameroon,Catania,Serie A,Italy,Thermal Abano,Serie D - D,Italy,€90Th.,False,https://img.a.transfermarkt.technology/portrait/medium/88695-1472136424.jpg?lm=1
Rachid Arma,Centre-Forward,27,12/13,Morocco,Vicenza,Serie B,Italy,SPAL,Lega Pro 1a - A,Italy,€84Th.,False,https://img.a.transfermarkt.technology/portrait/medium/102053-1605704402.jpg?lm=1
Carlo Ferrario,Centre-Forward,31,18/19,Italy,Pergolettese,Serie D - D,Italy,Modena,Serie D - D,Italy,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/105676-1566986601.jpg?lm=1
Alessandro Giannò,Left-Back,19,20/21,Italy,Foligno Calcio,Serie D - E,Italy,Triestina,Serie C - B,Italy,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/699059-1609794662.jpg?lm=1
Nicolò Cavuoti,Attacking Midfield,16,19/20,Italy,Vastese,Serie D - F,Italy,Cagliari U17,Under 17 - B,Italy,€157Th.,False,https://img.a.transfermarkt.technology/portrait/medium/701842-1570704144.jpg?lm=1
Filippo Fraraccio,Central Midfield,16,21/22,Italy,Vastogirardi,Serie D - F,Italy,Sampdoria U19,Primavera 1,Italy,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/820649-1601977315.jpg?lm=1
Lorenzo Zaccone,Left-Back,18,20/21,Italy,Atletico Fiuggi,Serie D - F,Italy,Genoa U19,Primavera 1,Italy,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Luca Lombardi,Central Midfield,17,19/20,Italy,Recanatese,Serie D - F,Italy,Monza Giovanili,Italy,Italy,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/644156-1602094035.jpg?lm=1
Walid Cheddira,Centre-Forward,21,19/20,Italy/Morocco,Sangiustese,Serie D - F,Italy,Parma,Serie A,Italy,€93Th.,False,https://img.a.transfermarkt.technology/portrait/medium/521407-1550917543.jpg?lm=1
Giacomo Vrioni,Centre-Forward,16,14/15,Albania/Italy,Matelica,Serie D - F,Italy,Sampdoria U17,Under 17 - A,Italy,€60Th.,False,https://img.a.transfermarkt.technology/portrait/medium/363178-1607958281.jpg?lm=1
Filippo D'Andrea,Centre-Forward,22,20/21,Italy,Atletico Fiuggi,Serie D - F,Italy,Salernitana,Serie B,Italy,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/459892-1606755561.jpg?lm=1
Gabriele Chingari,Goalkeeper,19,19/20,Italy,Lanusei,Serie D - G,Italy,Atletico Fiuggi,Serie D - F,Italy,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/477916-1606855916.jpg?lm=1
Michael D'Eramo,Central Midfield,19,18/19,Italy,Avezzano,Serie D - F,Italy,Spezia Calcio,Serie B,Italy,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/395140-1555060221.png?lm=1
Denis Perpepaj,Centre-Forward,18,18/19,Kosovo,Recanatese,Serie D - F,Italy,Ascoli U19,Primavera 2b,Italy,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/460438-1507544343.JPG?lm=1
Nicola Falasco,Left-Back,24,18/19,Italy,AS Roma,Serie A,Italy,Avellino,Serie D - G,Italy,€90Th.,False,https://img.a.transfermarkt.technology/portrait/medium/176180-1457696166.JPG?lm=1
Gabriele Chingari,Goalkeeper,19,19/20,Italy,Lanusei,Serie D - G,Italy,Atletico Fiuggi,Serie D - F,Italy,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/477916-1606855916.jpg?lm=1
Gaetano Vitale,Central Midfield,19,20/21,Italy,Sorrento,Serie D - H,Italy,Salernitana,Serie B,Italy,€315Th.,False,https://img.a.transfermarkt.technology/portrait/medium/615180-1589570677.jpg?lm=1
Eddy Gnahoré,Central Midfield,25,19/20,France/Cote d'Ivoire,Palermo,Serie D - I,Italy,Amiens SC,Ligue 1,France,€2.50m,False,https://img.a.transfermarkt.technology/portrait/medium/168933-1580319490.jpg?lm=1
Karamoko Cissé,Centre-Forward,29,18/19,Guinea/Italy,Bari,Serie D - I,Italy,Hellas Verona,Serie B,Italy,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/65635-1602876784.jpg?lm=1
Stefano Sabelli,Right-Back,25,18/19,Italy,Bari,Serie D - I,Italy,Brescia,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/167491-1595930293.jpg?lm=1
Michele Somma,Centre-Back,23,18/19,Italy,Brescia,Serie B,Italy,Bari,Serie D - I,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/240365-1544776751.jpg?lm=1
Souleyman Doumbia,Left-Back,21,18/19,Cote d'Ivoire/France,Bari,Serie D - I,Italy,Grasshoppers,Super League,Switzerland,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/296356-1548263013.jpg?lm=1
Josip Posavec,Goalkeeper,23,19/20,Croatia,Palermo,Serie D - I,Italy,Hajduk Split,1.HNL,Croatia,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Simone Iocolano,Left Winger,28,18/19,Italy,Alessandria,Serie C-A,Italy,Bari,Serie D - I,Italy,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/125182-1580887589.jpg?lm=1
Vincenzo Mustacciolo,Central Midfield,17,17/18,Italy,Troina,Serie D - I,Italy,Parma,Serie B,Italy,€93Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Pablo Moreno,Centre-Forward,18,20/21,Spain,Juventus U19,Primavera 1,Italy,Man City U23,Premier League 2,England,€10.00m,False,https://img.a.transfermarkt.technology/portrait/medium/466811-1557304350.png?lm=1
Facundo Colidio,Centre-Forward,17,17/18,Argentina/Italy,CABJ U20,Argentina,Argentina,Inter U19,Primavera 1,Italy,€9.50m,False,https://img.a.transfermarkt.technology/portrait/medium/491705-1625049595.jpg?lm=1
Raúl Moro,Left Winger,16,19/20,Spain,Barcelona U18,Spain,Spain,Lazio U19,Primavera 1,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/624942-1601057304.jpg?lm=1
William Bianda,Centre-Back,18,18/19,France/Cote d'Ivoire,Lens,Ligue 2,France,Roma U19,Primavera 1,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/427197-1616527928.jpg?lm=1
Yannick Cotter,Left Winger,18,19/20,Switzerland,FC Sion U21,Promotion League,Switzerland,Juventus U19,Primavera 1,Italy,€4.91m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Albian Hajdari,Centre-Back,17,20/21,Switzerland,FC Basel U18,Swiss U18 Elite League,Switzerland,Juventus U19,Primavera 1,Italy,€4.38m,False,https://img.a.transfermarkt.technology/portrait/medium/579459-1593594452.jpg?lm=1
Kaly Sène,Right Winger,19,20/21,Senegal,Juventus U19,Primavera 1,Italy,FC Basel,Super League,Switzerland,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/625816-1579614473.jpg?lm=1
Daouda Peeters,Defensive Midfield,20,18/19,Belgium/Guinea,Sampdoria U19,Primavera 1,Italy,Juventus U23,Serie C-A,Italy,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/365451-1596094160.jpg?lm=1
Marco Pompetti,Defensive Midfield,17,17/18,Italy,Pescara U19,Primavera 2b,Italy,Inter U19,Primavera 1,Italy,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/459991-1551887770.jpg?lm=1
Lorenzo Placidi,Goalkeeper,18,17/18,Italy,Chievo U19,Primavera 1,Italy,Cesena U19,Primavera 2a,Italy,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/383782-1491384896.jpg?lm=1
Stefano Palmucci,Defensive Midfield,18,19/20,Italy,Pescara U19,Primavera 1,Italy,Parma U19,Primavera 2a,Italy,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/542593-1614245431.jpg?lm=1
Mattia Zennaro,Central Midfield,18,18/19,Italy,Venezia U19,Primavera 2a,Italy,Genoa U19,Primavera 1,Italy,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/529841-1564407890.jpg?lm=1
Marco D'Aloia,Defensive Midfield,18,19/20,Italy,Parma U19,Primavera 2a,Italy,Pescara U19,Primavera 1,Italy,€2.85m,False,https://img.a.transfermarkt.technology/portrait/medium/534195-1536307707.jpg?lm=1
Gianluca Frabotta,Left-Back,20,19/20,Italy,Bologna U19,Primavera 1,Italy,Juventus U23,Serie C-A,Italy,€2.60m,False,https://img.a.transfermarkt.technology/portrait/medium/386755-1603704073.jpg?lm=1
Enzo Barrenechea,Defensive Midfield,18,19/20,Argentina,FC Sion,Super League,Switzerland,Juventus U19,Primavera 1,Italy,€2.50m,False,https://img.a.transfermarkt.technology/portrait/medium/671915-1557302992.jpg?lm=1
Franco Israel,Goalkeeper,18,18/19,Uruguay/Italy,Nacional U19,Uruguay,Uruguay,Juventus U19,Primavera 1,Italy,€2.50m,False,https://img.a.transfermarkt.technology/portrait/medium/492319-1558943362.png?lm=1
Martín Satriano,Centre-Forward,18,19/20,Uruguay/Italy,Nacional,Primera División,Uruguay,Inter U19,Primavera 1,Italy,€2.40m,False,https://img.a.transfermarkt.technology/portrait/medium/640109-1626685122.jpg?lm=1
Franck Kanouté,Central Midfield,18,17/18,Senegal,Juventus U19,Primavera 1,Italy,Pescara,Serie B,Italy,€2.20m,False,https://img.a.transfermarkt.technology/portrait/medium/478198-1581175370.jpg?lm=1
Alessandro Di Pardo,Right-Back,18,17/18,Italy,SPAL U19,Primavera 2a,Italy,Juventus U19,Primavera 1,Italy,€2.10m,False,https://img.a.transfermarkt.technology/portrait/medium/457674-1607958055.jpg?lm=1
Tòfol Montiel,Right Winger,18,18/19,Spain,Mallorca U19,Spain,Spain,Fiorentina U19,Primavera 1,Italy,€2.00m,False,https://img.a.transfermarkt.technology/portrait/medium/573979-1602070563.jpg?lm=1
Fabrizio Caligara,Central Midfield,17,17/18,Italy,Juventus U19,Primavera 1,Italy,Cagliari Calcio,Serie A,Italy,€2.00m,False,https://img.a.transfermarkt.technology/portrait/medium/386574-1609841206.jpg?lm=1
Daniele Grieco,Centre-Back,17,17/18,Italy,Cesena U17,Under 17 - B,Italy,Chievo U19,Primavera 1,Italy,€2.00m,False,https://img.a.transfermarkt.technology/portrait/medium/459765-1507549530.JPG?lm=1
Félix Nzouango Bikien,Centre-Back,17,20/21,France/Cameroon,SC Amiens U19,France,France,Juventus U19,Primavera 1,Italy,€1.90m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Matteo Pinelli,Left-Back,18,19/20,Italy,Juventus U19,Primavera 1,Italy,Sassuolo U19,Primavera 1,Italy,€1.88m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Nikita Vlasenko,Centre-Back,18,19/20,Switzerland/Ukraine,FC Lugano,Super League,Switzerland,Juventus U19,Primavera 1,Italy,€1.80m,False,https://img.a.transfermarkt.technology/portrait/medium/510898-1579615455.jpg?lm=1
Fabian Pavone,Right Winger,19,19/20,Italy,Pescara U19,Primavera 1,Italy,Parma,Serie A,Italy,€1.80m,False,https://img.a.transfermarkt.technology/portrait/medium/411312-1594457585.jpeg?lm=1
Nicolò Zaniolo,Right Winger,18,17/18,Italy,Entella U19,Primavera 2a,Italy,Inter U19,Primavera 1,Italy,€1.80m,False,https://img.a.transfermarkt.technology/portrait/medium/392085-1630498680.jpg?lm=1
Louis Munteanu,Centre-Forward,18,20/21,Romania,FC Viitorul,Liga 1 - Relegation group,Romania,Fiorentina U19,Primavera 1,Italy,€1.70m,False,https://img.a.transfermarkt.technology/portrait/medium/547786-1630503803.jpg?lm=1
Nicolò Francofonte,Central Midfield,19,20/21,Italy,Juventus U19,Primavera 1,Italy,Sampdoria U19,Primavera 1,Italy,€1.70m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Samuele Mulattieri,Centre-Forward,17,18/19,Italy,Spezia U19,Primavera 2a,Italy,Inter U19,Primavera 1,Italy,€1.70m,False,https://img.a.transfermarkt.technology/portrait/medium/457422-1581673235.jpg?lm=1
Samuele Vianni,Centre-Forward,19,20/21,Italy,Napoli U19,Primavera 2b,Italy,Torino U19,Primavera 1,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/534174-1607592205.jpg?lm=1
Emil Roback,Centre-Forward,17,20/21,Sweden,Hammarby U19,U19 Allsvenskan Norra,Sweden,Milan U19,Primavera 1,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/673495-1584613233.jpg?lm=1
Toni Fruk,Attacking Midfield,18,19/20,Croatia,Mouscron U21,Belgium,Belgium,Fiorentina U19,Primavera 1,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/432758-1625042737.jpg?lm=1
Riccardo Burgio,Left Midfield,18,19/20,Italy,Inter U19,Primavera 1,Italy,Atalanta U19,Primavera 1,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/537546-1609712742.jpg?lm=1
Alessandro Zanoli,Right-Back,18,19/20,Italy,Carpi,Serie C-B,Italy,Napoli U19,Primavera 1,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/397225-1630496510.jpg?lm=1
Marko Hanuljak,Central Midfield,18,18/19,Croatia,Mouscron U21,Belgium,Belgium,Fiorentina U19,Primavera 1,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/370959-1630240510.jpg?lm=1
Laurens Serpe,Centre-Back,17,18/19,Italy/Netherlands,Genoa U17,Under 17 - A,Italy,Inter U19,Primavera 1,Italy,€1.50m,True,https://img.a.transfermarkt.technology/portrait/medium/500164-1574267434.jpg?lm=1
Alessandro Tripaldelli,Left-Back,18,17/18,Italy,Juventus U19,Primavera 1,Italy,Sassuolo U19,Primavera 1,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/357176-1557500443.jpg?lm=1
Kaloyan Krastev,Centre-Forward,19,17/18,Bulgaria,Slavia Sofia,efbet Liga,Bulgaria,Bologna U19,Primavera 1,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/411410-1614148066.png?lm=1
Francesco Mezzoni,Right Midfield,17,17/18,Italy,Carpi U19,Primavera 2a,Italy,Napoli U19,Primavera 1,Italy,€1.40m,False,https://img.a.transfermarkt.technology/portrait/medium/395190-1604747589.jpg?lm=1
Lorenzo Avogadri,Goalkeeper,17,19/20,Italy,Atalanta U19,Primavera 1,Italy,Sampdoria U19,Primavera 1,Italy,€1.35m,True,https://img.a.transfermarkt.technology/portrait/medium/463497-1608021656.jpg?lm=1
Jens Odgaard,Centre-Forward,18,17/18,Denmark,Lyngby BK,Superligaen Abstiegsr.,Denmark,Inter U19,Primavera 1,Italy,€1.32m,False,https://img.a.transfermarkt.technology/portrait/medium/345590-1506425783.jpg?lm=1
Kaique Rocha,Centre-Back,18,19/20,Brazil,Santos FC,Série A,Brazil,Sampdoria U19,Primavera 1,Italy,€1.25m,False,https://img.a.transfermarkt.technology/portrait/medium/633377-1604409330.jpg?lm=1
Nikolai Baden Frederiksen,Centre-Forward,18,18/19,Denmark,Nordsjaell. U19,U19 Boys League,Denmark,Juventus U19,Primavera 1,Italy,€1.25m,False,https://img.a.transfermarkt.technology/portrait/medium/400550-1629617947.jpg?lm=1
Mikael Egill Ellertsson,Right Winger,19,21/22,Iceland,SPAL U19,Primavera 1,Italy,Spezia Calcio,Serie A,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/566615-1630322573.jpg?lm=1
Marco Olivieri,Left Winger,20,19/20,Italy,Empoli U19,Primavera 1,Italy,Juventus U23,Serie C-A,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/346562-1599717137.jpg?lm=1
Matteo Stoppa,Centre-Forward,18,19/20,Italy,Novara,Serie C-A,Italy,Juventus U19,Primavera 1,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/391899-1598865465.jpg?lm=1
Simone Madonna,Central Midfield,19,19/20,Italy,Parma,Serie A,Italy,Pescara U19,Primavera 1,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/572654-1536307983.jpg?lm=1
Eddie Salcedo,Centre-Forward,16,18/19,Italy/Colombia,Genoa,Serie A,Italy,Inter U19,Primavera 1,Italy,€1.00m,True,https://img.a.transfermarkt.technology/portrait/medium/459661-1589803882.jpg?lm=1
Tiago Djaló,Centre-Back,18,18/19,Portugal,Sporting CP U23,Liga Revelacao U23,Portugal,Milan U19,Primavera 1,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/420465-1548510986.jpg?lm=1
Zan Celar,Centre-Forward,18,17/18,Slovenia,NK Maribor,Prva Liga,Slovenia,Roma U19,Primavera 1,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/340427-1536049366.jpg?lm=1
Alessandro Ahmetaj,Central Midfield,17,17/18,Italy/Albania,Cesena U19,Primavera 2a,Italy,Sassuolo U19,Primavera 1,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Matteo Campani,Goalkeeper,18,18/19,Italy,AC Pisa,Italy,Italy,Sassuolo U19,Primavera 1,Italy,€900Th.,False,https://img.a.transfermarkt.technology/portrait/medium/467354-1606943729.jpg?lm=1
Antonio Candela,Right-Back,17,17/18,Italy,Spezia Calcio,Serie B,Italy,Genoa U19,Primavera 1,Italy,€850Th.,False,https://img.a.transfermarkt.technology/portrait/medium/392881-1595931981.jpg?lm=1
Edoardo Vergani,Centre-Forward,19,20/21,Italy,Inter U19,Primavera 1,Italy,Bologna,Serie A,Italy,€800Th.,True,https://img.a.transfermarkt.technology/portrait/medium/421780-1602060277.jpg?lm=1
Lorenzo Babbi,Centre-Forward,18,18/19,Italy,Cesena U19,Italy,Italy,Atalanta U19,Primavera 1,Italy,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/420513-1507550391.JPG?lm=1
Lorenzo Sgarbi,Centre-Forward,18,19/20,Italy,Südtirol,Serie C-B,Italy,Napoli U19,Primavera 1,Italy,€780Th.,False,https://img.a.transfermarkt.technology/portrait/medium/535797-1548346889.jpg?lm=1
Kacper Urbanski,Attacking Midfield,16,21/22,Poland,Lechia Gdansk,Ekstraklasa,Poland,Bologna U19,Primavera 1,Italy,€750Th.,False,https://img.a.transfermarkt.technology/portrait/medium/699442-1626162743.jpg?lm=1
Gianmarco Cangiano,Left Winger,17,19/20,Italy,Roma U19,Primavera 1,Italy,Bologna U19,Primavera 1,Italy,€750Th.,False,https://img.a.transfermarkt.technology/portrait/medium/496270-1592916853.jpg?lm=1
Davide Merola,Centre-Forward,19,19/20,Italy,Inter U19,Primavera 1,Italy,Empoli,Serie B,Italy,€750Th.,False,https://img.a.transfermarkt.technology/portrait/medium/357998-1551887597.jpg?lm=1
Raoul Bellanova,Right-Back,18,18/19,Italy,Milan U19,Primavera 1,Italy,G. Bordeaux,Ligue 1,France,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/357992-1548079011.jpg?lm=1
Pablo Moreno,Centre-Forward,16,18/19,Spain,Barcelona U16,Spain,Spain,Juventus U19,Primavera 1,Italy,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/466811-1557304350.png?lm=1
Mohamed Said Adan,Centre-Forward,18,18/19,Sweden/Somalia,Örgryte,Superettan,Sweden,Empoli U19,Primavera 1,Italy,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/537524-1554665963.png?lm=1
Michele Zinfollino,Centre-Back,17,18/19,Italy,SSC Bari Yth.,Italy,Italy,Fiorentina U19,Primavera 1,Italy,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Nino Kukovec,Centre-Forward,16,17/18,Slovenia,NK Maribor U17,Slovenia,Slovenia,Fiorentina U19,Primavera 1,Italy,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/502355-1614803709.jpg?lm=1
Rodrigo Guth,Centre-Back,16,17/18,Brazil/Germany,Coritiba FC U20,Brazil,Brazil,Atalanta U19,Primavera 1,Italy,€670Th.,False,https://img.a.transfermarkt.technology/portrait/medium/492313-1613545350.jpg?lm=1
Matteo Gasperoni,Defensive Midfield,18,17/18,Italy,Atalanta U19,Primavera 1,Italy,Cesena,Serie B,Italy,€660Th.,False,https://img.a.transfermarkt.technology/portrait/medium/297635-1506329248.png?lm=1
Filippo Ranocchia,Central Midfield,17,18/19,Italy,Perugia U19,Primavera 2b,Italy,Juventus U19,Primavera 1,Italy,€640Th.,False,https://img.a.transfermarkt.technology/portrait/medium/489611-1579616418.jpg?lm=1
Nikolaos Botis,Goalkeeper,16,20/21,Greece,PAOK Salonika,Super League 1,Greece,Inter U19,Primavera 1,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Davide Gentile,Right-Back,16,20/21,Italy/Germany,Benevento U17,Under 17 20/21,Italy,Fiorentina U19,Primavera 1,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Matteo Lovato,Centre-Back,19,19/20,Italy,Genoa U19,Primavera 1,Italy,Padova,Serie C-B,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/459655-1608218015.jpg?lm=1
Cosimo Marco Da Graca,Centre-Forward,17,19/20,Italy/Portugal,Palermo U19,Italy,Italy,Juventus U19,Primavera 1,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/564795-1579615593.jpg?lm=1
Rezan Corlu,Attacking Midfield,19,17/18,Denmark/Turkey,Bröndby IF,Superligaen Championship round,Denmark,Roma U19,Primavera 1,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/283193-1624457543.jpg?lm=1
Suf Podgoreanu,Right Winger,19,21/22,Israel/Romania,Roma U19,Primavera 1,Italy,Spezia Calcio,Serie A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/540827-1617716961.jpg?lm=1
Samo Matjaz,Centre-Back,17,21/22,Slovenia,SPAL U17,Under 17 - B,Italy,Inter U19,Primavera 1,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Fotis Pseftis,Goalkeeper,18,21/22,Greece,Asteras Tripoli,Super League 1,Greece,Milan U19,Primavera 1,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/655629-1616882184.jpg?lm=1
Nikola Iliev,Attacking Midfield,16,20/21,Bulgaria,Botev U19,Bulgaria,Bulgaria,Inter U19,Primavera 1,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Musa Juwara,Left Winger,17,19/20,The Gambia,Chievo U19,Primavera 1,Italy,Bologna U19,Primavera 1,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/562030-1596468822.jpg?lm=1
Ruben Providence,Left Winger,18,19/20,France/Haiti,Paris SG U19,France,France,Roma U19,Primavera 1,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/536520-1607943378.jpg?lm=1
Nicholas Rizzo,Centre-Back,19,19/20,Italy/Brazil,Inter U19,Primavera 1,Italy,Genoa,Serie A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/421869-1551887691.jpg?lm=1
Alessandro Martella,Right-Back,18,19/20,Italy,Pescara U19,Primavera 1,Italy,Parma,Serie A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/459979-1493993309.jpg?lm=1
Federico Brancolini,Goalkeeper,16,17/18,Italy,Modena,Italy,Italy,Fiorentina U19,Primavera 1,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/451154-1569242029.jpg?lm=1
Vicente Besuijen,Right Winger,16,17/18,Netherlands/Colombia,Volendam U17,Netherlands,Netherlands,Roma U19,Primavera 1,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/412954-1568733590.jpg?lm=1
Filippo Delli Carri,Centre-Back,18,17/18,Italy,Pescara U19,Primavera 2b,Italy,Juventus U19,Primavera 1,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/393904-1630589972.jpg?lm=1
Leandro Fernandes,Central Midfield,18,17/18,Netherlands/Angola,PSV U19,U19 Eredivisie,Netherlands,Juventus U19,Primavera 1,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/339335-1495123926.jpg?lm=1
Fabio Morselli,Second Striker,19,17/18,Italy,Juventus U19,Primavera 1,Italy,Pescara U19,Primavera 2b,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/347885-1543517992.jpg?lm=1
Amir Feratovic,Centre-Back,18,20/21,Slovenia,NK Bravo U19,Slovenia,Slovenia,Roma U19,Primavera 1,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/627439-1617717014.jpg?lm=1
Jean-Claude Ntenda,Left-Back,17,19/20,France/DR Congo,FC Nantes U19,France,France,Juventus U19,Primavera 1,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/585956-1556023737.jpg?lm=1
Étienne Youte Kinkoue,Centre-Back,17,19/20,France/Cameroon,Troyes U19,France,France,Inter U19,Primavera 1,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/639712-1556023858.jpg?lm=1
Nikolaos Michelis,Centre-Back,17,18/19,Greece,Asteras Tripoli,Super League,Greece,Milan U19,Primavera 1,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/584452-1629791705.jpg?lm=1
Felice D'Amico,Left Winger,17,18/19,Italy,Palermo U19,Primavera 1,Italy,Inter U19,Primavera 1,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/392500-1594722451.jpg?lm=1
Leroy Abanda,Left-Back,18,18/19,France/Cameroon,Monaco U19,Monaco,Monaco,Milan U19,Primavera 1,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Ognjen Stijepovic,Second Striker,18,17/18,Montenegro,FK Mladost,1. CFL,Montenegro,Sampdoria U19,Primavera 1,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/399907-1535016470.jpg?lm=1
Daniel Leo,Right-Back,17,19/20,Switzerland/Italy,Team Ticino U21,2. Liga Inter - Gr. 6,Switzerland,Juventus U19,Primavera 1,Italy,€395Th.,False,https://img.a.transfermarkt.technology/portrait/medium/511131-1606986692.jpg?lm=1
Samuele Vianni,Centre-Forward,18,19/20,Italy,Entella U19,Primavera 2a,Italy,Napoli U19,Primavera 1,Italy,€375Th.,False,https://img.a.transfermarkt.technology/portrait/medium/534174-1607592205.jpg?lm=1
Lorenzo Sabattini,Central Midfield,17,19/20,Italy,Vis Pesaro,Serie C-B,Italy,Sampdoria U19,Primavera 1,Italy,€360Th.,False,https://img.a.transfermarkt.technology/portrait/medium/557556-1543828798.jpg?lm=1
Niccolò Chiorra,Goalkeeper,19,20/21,Italy,Fiorentina U19,Primavera 1,Italy,Grosseto,Serie C - A,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Andrea Marcucci,Defensive Midfield,19,18/19,Italy,Roma U19,Primavera 1,Italy,Foggia,Serie B,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/319180-1495124581.jpg?lm=1
Przemyslaw Bargiel,Attacking Midfield,17,17/18,Poland,Ruch Chorzow,Nice 1 Liga,Poland,Milan U19,Primavera 1,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/345460-1580401461.png?lm=1
